Actual,ANN,LSTM
189.3,204.76529,253.11385
196.79999999999998,206.73009,193.96819
191.7,221.90282,221.23701
214.79999999999998,268.07062,282.7396
282.0,352.06046,354.47812
355.5,429.00955,398.57983
387.0,497.49475,440.39896
458.1,548.1372,469.12875
472.5,539.9726,511.736
468.9,564.19476,462.94812
513.9,544.8593,467.46188
487.2,542.05096,489.23254
460.8,527.5222,466.64517
390.6,523.1566,452.70068
331.2,441.75235,442.75317
280.8,331.4528,318.62518
238.5,297.99457,267.563
207.0,232.16158,239.56517
185.39999999999998,200.10686,215.54836
180.0,195.85126,211.13535
173.52000000000004,188.99652,214.80222
171.0,202.85072,185.59807
168.00000000000003,207.14856,180.37497
170.39999999999998,215.46414,243.86342
166.79999999999995,210.16519,264.42648
164.7,209.93065,177.0245
167.4,227.25208,183.49608
171.0,258.18,288.13953
174.60000000000002,324.4032,304.71637
163.20000000000002,375.07367,349.7984
152.1,429.06107,369.2453
163.79999999999998,448.14047,351.9507
188.1,445.4983,466.5593
182.7,484.79416,368.50986
203.4,447.55597,361.99
216.9,453.3007,409.99847
197.1,436.75455,382.36447
204.3,454.0267,338.87753
224.1,387.94144,376.1741
212.4,297.32837,259.3467
207.0,286.08,234.52708
194.4,237.83539,225.35252
183.6,198.65523,195.8113
176.40000000000003,201.33302,194.85774
177.6,198.98192,190.16109
178.79999999999998,171.43065,165.38356
175.5,169.61719,163.81773
176.40000000000003,173.0344,154.27306
171.6,167.34596,151.17413
186.0,177.20293,170.05913
221.4,202.37343,198.75685
285.3,249.12216,250.37201
384.0,330.79248,356.76346
490.5,390.70822,437.17706
564.3,453.92734,515.0499
646.2,488.84433,578.4495
645.6,486.02066,575.44104
612.72,517.3306,579.163
639.0,493.25964,593.6832
655.1999999999999,495.211,579.3023
649.1999999999999,478.3245,567.20325
620.1,487.98853,543.4692
493.2,408.03366,462.02914
351.9,304.4959,334.82535
272.7,266.90936,272.11053
232.2,218.07692,208.60303
219.6,197.59152,195.65948
199.8,184.35033,174.25334
196.2,182.70456,167.71408
199.20000000000002,183.31645,194.0576
190.79999999999998,171.38043,183.3585
198.0,171.29976,176.2585
190.8,167.3728,157.38672
202.5,184.13606,196.68352
230.4,205.11693,222.63927
286.2,272.71072,281.56796
398.40000000000003,379.37994,399.85898
512.4,456.38278,512.72925
585.6,530.6334,592.9006
646.8000000000001,595.09576,658.48303
634.5,585.4158,647.34045
648.0,605.5191,667.5376
651.6,601.9809,676.2847
646.2,598.5741,653.9752
644.4,588.2939,654.3231
621.0,574.8421,623.89844
487.8,471.57272,492.09375
368.1,352.04956,369.7319
291.6,283.36465,290.01126
236.7,229.02975,232.63536
212.4,213.2304,204.21988
193.5,185.8723,184.19206
187.20000000000002,182.47513,168.77696
185.39999999999998,183.2713,180.25377
183.6,181.22934,177.80583
180.90000000000003,177.96349,174.06464
181.20000000000002,177.63364,171.68297
189.6,186.26538,183.8769
225.0,224.25395,219.80916
275.4,271.72763,272.63712
390.6,391.0825,392.88184
499.5,497.91025,505.92566
577.8,575.7851,586.49194
632.7,633.55493,646.5391
646.2,643.6622,654.70825
657.6,656.5964,666.4848
648.0,648.1833,663.9677
657.0,654.0317,666.9785
662.4000000000001,654.6225,668.12256
626.4,624.66626,634.3266
482.4,483.19012,486.90842
334.8,332.45554,335.414
262.8,264.396,260.75208
228.0,225.62747,223.8506
212.4,209.79114,206.96194
194.4,192.05557,189.86856
190.8,188.0663,182.98558
183.6,181.62248,177.06374
189.6,189.04823,183.97997
183.6,182.2314,176.86148
180.0,178.34807,170.82349
188.1,186.31628,181.0935
219.6,221.09328,212.987
284.4,281.70694,282.4695
372.6,371.54367,372.1234
493.2,491.99106,502.36017
602.4,598.0804,609.8876
625.1999999999999,626.6885,642.9491
648.0,645.4233,661.71643
645.6,647.458,665.29974
657.0,653.47675,672.9125
662.4,660.0459,675.2096
673.2,666.48254,685.3559
631.8,629.92126,642.6656
504.0,503.05508,506.77118
352.8,351.34302,352.36343
269.1,270.40036,268.04257
234.0,232.28816,229.42688
211.20000000000002,208.82494,203.54985
200.4,198.78363,195.50006
189.0,186.63269,178.76775
192.95999999999998,192.62015,191.38477
208.8,209.08585,206.55232
207.0,204.14291,201.74675
199.20000000000002,196.9618,190.0149
205.2,201.89336,203.16254
243.0,242.80322,240.10857
298.8,297.13477,298.27515
395.1,396.06027,396.7249
507.6,509.21698,513.17633
609.3,606.3454,615.59766
643.5,643.2164,650.4756
659.7,660.5575,669.01874
669.6,666.8914,678.6299
679.5,673.85486,687.3926
679.5,677.1575,686.51013
674.1,674.9457,685.08203
653.4,648.4966,659.177
531.9,531.52246,533.19025
378.9,378.85416,379.2105
305.1,301.81345,301.9577
243.9,245.40799,242.95511
221.39999999999998,221.50577,219.21782
207.9,207.44972,204.5079
205.2,203.37823,198.92282
200.88000000000002,206.5016,203.16193
212.4,219.49977,215.19136
206.1,216.91994,228.14328
206.1,216.45496,245.47612
212.4,219.7954,217.48576
228.0,239.92494,243.36406
248.4,277.51666,283.9093
316.79999999999995,357.7584,350.73285
396.9,453.45865,413.78012
451.8,535.18353,479.3575
504.0,561.15814,501.08173
515.7,575.28516,521.2046
504.0,588.2196,499.24304
